score_id,benchmark_type,submitted_date,cpu,gpu,score,fps,resolution,duration_ms,os,driver,url
2623664,FurMark (GL),,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,AMD Radeon RX 580 2048SP,3419,56,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2623664
2623656,FurMark (GL),,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,AMD Radeon RX 580 2048SP,3514,58,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2623656
2623603,FurMark (GL),,AMD Ryzen 5 5600X 6-Core Processor,AMD Radeon RX 580 2048SP,3552,58,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2623603
2623600,FurMark (GL),,Intel(R) Core(TM) i7-4790K CPU @ 4.00GHz,Radeon RX 580 Series,3928,65,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2623600
2623573,FurMark (GL),,Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz,Radeon RX 580 Series,3603,59,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2623573
2623561,FurMark (GL),,Intel(R) Core(TM) i5-3330 CPU @ 3.00GHz,Radeon RX 580 Series,3436,57,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2623561
2623373,FurMark (GL),,Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz,AMD Radeon RX 580 2048SP,2770,45,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2623373
2623375,FurMark (GL),,AMD Ryzen 5 3600 6-Core Processor,AMD Radeon RX 580 2048SP,3130,52,1920x1080,60000,Windows 11 build 26100,,https://gpumagick.com/scores/2623375
2623369,FurMark (GL),,AMD Ryzen 5 3600 6-Core Processor,Radeon RX 580 Series,3799,63,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2623369
2623309,FurMark (GL),,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,Radeon RX 580 Series,4152,69,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2623309
2623265,FurMark (GL),,AMD Ryzen 5 2600 Six-Core Processor,Radeon RX 580 Series,3701,61,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2623265
2623250,FurMark (GL),,AMD Ryzen 5 2600 Six-Core Processor,Radeon RX 580 Series,3692,61,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2623250
2623183,FurMark (GL),,AMD Ryzen 5 4500 6-Core Processor,AMD Radeon RX 580 2048SP,3309,55,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2623183
2623185,FurMark (GL),,AMD Ryzen 7 2700X Eight-Core Processor,Radeon RX 580 Series,3634,60,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2623185
2623159,FurMark (GL),,Intel(R) Core(TM) i5-10400F CPU @ 2.90GHz,Radeon RX 580 Series,3797,63,1920x1080,60000,Windows 11 build 26100,,https://gpumagick.com/scores/2623159
2623119,FurMark (GL),,Intel(R) Xeon(R) CPU E3-1245 V2 @ 3.40GHz,Radeon RX 580 Series,2714,45,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2623119
2623085,FurMark (GL),,Intel(R) Core(TM) i5-9400F CPU @ 2.90GHz,Radeon RX 580 Series,3876,64,1920x1080,60000,Windows 10 build 19043,,https://gpumagick.com/scores/2623085
2623069,FurMark (GL),,Intel(R) Core(TM) i3-9100F CPU @ 3.60GHz,AMD Radeon RX 580 2048SP,3319,55,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2623069
2623057,FurMark (GL),,AMD Ryzen 5 5600 6-Core Processor,AMD Radeon RX 580 2048SP,2724,45,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2623057
2623056,FurMark (GL),,Intel(R) Core(TM) i5-4570 CPU @ 3.20GHz,AMD Radeon RX 580 2048SP,3153,52,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2623056
2623038,FurMark (GL),,AMD Ryzen 7 3700X 8-Core Processor,Radeon RX 580 Series,3732,61,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2623038
2622948,FurMark (GL),,AMD Ryzen 7 5700X 8-Core Processor,AMD Radeon RX 580 2048SP,3038,50,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2622948
2622909,FurMark (GL),,Intel(R) Core(TM) i5-8600 CPU @ 3.10GHz,AMD Radeon RX 580 2048SP,2082,34,3440x1440,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2622909
2622898,FurMark (GL),,Intel(R) Core(TM) i5-2310 CPU @ 2.90GHz,AMD Radeon RX 580 2048SP,2930,48,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2622898
2622905,FurMark (GL),,AMD Ryzen 7 5700X 8-Core Processor,Radeon RX 580 Series,2810,46,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2622905
2622901,FurMark (GL),,Intel(R) Core(TM) i5-8600 CPU @ 3.10GHz,AMD Radeon RX 580 2048SP,3462,57,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2622901
2622891,FurMark (GL),,AMD Ryzen 5 3400G with Radeon Vega Graphics,Radeon RX 580 Series,3785,63,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2622891
2622884,FurMark (GL),,AMD Ryzen 7 5700X 8-Core Processor,Radeon RX 580 Series,2349,39,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2622884
2622866,FurMark (GL),,AMD Ryzen 5 2400G with Radeon Vega Graphics,Radeon(TM) RX 580,3139,52,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2622866
2622799,FurMark (GL),,AMD Ryzen 5 5600 6-Core Processor,Radeon RX 580 Series,3583,58,1920x1080,60000,Windows 10 build 19044,,https://gpumagick.com/scores/2622799
2622777,FurMark (GL),,AMD Ryzen 5 2600 Six-Core Processor,Radeon RX 580 Series,3855,64,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2622777
2622683,FurMark (GL),,AMD FX(tm)-6300 Six-Core Processor,AMD Radeon RX 580 2048SP,916,15,3840x2160,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2622683
2622551,FurMark (GL),,AMD Ryzen 5 2600X Six-Core Processor,Radeon RX 580 Series,3547,58,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2622551
2622544,FurMark (GL),,Intel(R) Core(TM) i7-3770 CPU @ 3.40GHz,Radeon RX 580 Series,3842,63,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2622544
2622542,FurMark (GL),,Intel(R) Core(TM) i3-9100F CPU @ 3.60GHz,AMD Radeon RX 580 2048SP,3237,53,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2622542
2622517,FurMark (GL),,13th Gen Intel(R) Core(TM) i5-13400,AMD Radeon RX 580 2048SP,3269,54,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2622517
2622489,FurMark (GL),,12th Gen Intel(R) Core(TM) i3-12100F,Radeon RX 580 Series,2344,38,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2622489
2622450,FurMark (GL),,AMD Ryzen 5 5600X 6-Core Processor,AMD Radeon RX 580 2048SP,3563,59,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2622450
2622436,FurMark (GL),,AMD Ryzen 5 5600X 6-Core Processor,AMD Radeon RX 580 2048SP,3606,60,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2622436
2622374,FurMark (GL),,AMD Ryzen 5 5500,AMD Radeon RX 580 2048SP,3318,55,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2622374
2622331,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Radeon RX 580 Series,3722,61,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2622331
2622325,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2470 v2 @ 2.40GHz,Radeon RX 580 Series,1784,29,1920x1080,60000,Windows 11 build 22621,,https://gpumagick.com/scores/2622325
2622317,FurMark (GL),,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Radeon RX 580 Series,4126,68,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2622317
2622316,FurMark (GL),,AMD Ryzen 5 5500,AMD Radeon RX 580 2048SP,2929,48,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2622316
2622300,FurMark (GL),,AMD Ryzen 5 5500,AMD Radeon RX 580 2048SP,2915,48,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2622300
2622275,FurMark (GL),,AMD Ryzen 5 5500,AMD Radeon RX 580 2048SP,2922,48,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2622275
2622194,FurMark (GL),,Intel(R) Core(TM) i3-9100F CPU @ 3.60GHz,Radeon RX 580 Series,3761,62,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2622194
2622184,FurMark (GL),,Intel(R) Core(TM) i3-9100F CPU @ 3.60GHz,Radeon RX 580 Series,3820,63,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2622184
2622168,FurMark (GL),,12th Gen Intel(R) Core(TM) i5-12400F,AMD Radeon RX 580 2048SP,2394,39,2560x1440,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2622168
2622146,FurMark (GL),,AMD Ryzen 5 5600X 6-Core Processor,AMD Radeon RX 580 2048SP,3054,50,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2622146
2622139,FurMark (GL),,Intel(R) Core(TM) i7-4771 CPU @ 3.50GHz,Radeon RX 580 Series,3780,62,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2622139
2622130,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,Radeon RX 580 Series,3773,62,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2622130
2622112,FurMark (GL),,AMD Ryzen 5 5600X 6-Core Processor,AMD Radeon RX 580 2048SP,3264,54,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2622112
2622089,FurMark (GL),,AMD Ryzen 5 5500,AMD Radeon RX 580 2048SP,3541,58,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2622089
2622068,FurMark (GL),,Intel(R) Core(TM) i3-9100F CPU @ 3.60GHz,Radeon RX 580 Series,3782,62,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2622068
2622012,FurMark (GL),,AMD Ryzen 5 5500,AMD Radeon RX 580 2048SP,3071,51,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2622012
2622006,FurMark (GL),,AMD Ryzen 5 5600 6-Core Processor,Radeon RX 580 Series,3589,59,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2622006
2621981,FurMark (GL),,AMD Ryzen 7 2700 Eight-Core Processor,AMD Radeon RX 580 2048SP,3452,57,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2621981
2621977,FurMark (GL),,AMD Ryzen 5 5600T 6-Core Processor,Radeon RX 580 Series,3980,66,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2621977
2621805,FurMark (GL),,AMD Ryzen 5 1600 Six-Core Processor,AMD Radeon RX 580 2048SP,3032,50,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2621805
2621715,FurMark (GL),,AMD Ryzen 5 5600GT with Radeon Graphics,AMD Radeon RX 580 2048SP,3503,58,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2621715
2621707,FurMark (GL),,AMD Ryzen 5 5600GT with Radeon Graphics,AMD Radeon RX 580 2048SP,3553,59,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2621707
2621672,FurMark (GL),,Intel(R) Core(TM) i5-3470 CPU @ 3.20GHz,Radeon RX 580 Series,3867,64,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2621672
2621638,FurMark (GL),,Intel(R) Core(TM) i5-9400F CPU @ 2.90GHz,AMD Radeon RX 580 2048SP,3412,56,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2621638
2621602,FurMark (GL),,Intel(R) Core(TM) i3-7100 CPU @ 3.90GHz,Radeon RX 580 Series,4075,67,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2621602
2621579,FurMark (GL),,Intel(R) Core(TM) i7-4770T CPU @ 2.50GHz,Radeon RX 580 Series,3591,59,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2621579
2621545,FurMark (GL),,Intel(R) Core(TM) i7-2600 CPU @ 3.40GHz,AMD Radeon RX 580 2048SP,2746,46,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2621545
2621492,FurMark (GL),,Intel(R) Xeon(R) CPU E5-1680 v2 @ 3.00GHz,AMD Radeon RX 580 2048SP,2879,47,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2621492
2621227,FurMark (GL),,Intel(R) Core(TM) i5-9400F CPU @ 2.90GHz,Radeon RX 580 Series,3997,66,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2621227
2621193,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2696 v4 @ 2.20GHz,AMD Radeon RX 580 2048SP,3092,51,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2621193
2621083,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2670 v3 @ 2.30GHz,AMD Radeon RX 580 2048SP,3431,56,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2621083
2621031,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,Radeon RX 580 Series,4128,68,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2621031
2620994,FurMark (GL),,AMD Ryzen 5 5600 6-Core Processor,Radeon RX 580 Series,3481,58,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2620994
2620949,FurMark (GL),,AMD Ryzen 5 5600G with Radeon Graphics,AMD Radeon RX 580 2048SP,2995,49,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2620949
2620909,FurMark (GL),,Intel(R) Xeon(R) CPU           X3450  @ 2.67GHz,AMD Radeon RX 580 2048SP,1290,21,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2620909
2620817,FurMark (GL),,AMD Ryzen 5 5600G with Radeon Graphics,AMD Radeon RX 580 2048SP,2329,38,2560x1440,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2620817
2620808,FurMark (GL),,AMD Ryzen 5 3500X 6-Core Processor,AMD Radeon RX 580 2048SP,2912,48,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2620808
2620786,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2670 0 @ 2.60GHz,Radeon RX 580 Series,4016,66,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2620786
2620616,FurMark (GL),,13th Gen Intel(R) Core(TM) i5-13400F,Radeon RX 580 Series,3860,63,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2620616
2620562,FurMark (GL),,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,AMD Radeon RX 580 2048SP,3147,52,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2620562
2620536,FurMark (GL),,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,AMD Radeon RX 580 2048SP,2647,44,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2620536
2620514,FurMark (GL),,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,AMD Radeon RX 580 2048SP,2569,42,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2620514
2620383,FurMark (GL),,Intel(R) Core(TM) i5-9400F CPU @ 2.90GHz,AMD Radeon RX 580 2048SP,3816,63,1920x1080,60000,Windows 10 build 19044,,https://gpumagick.com/scores/2620383
2620330,FurMark (GL),,AMD Ryzen 5 1600 Six-Core Processor,Radeon RX 580 Series,3714,61,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2620330
2620314,FurMark (GL),,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,Radeon RX 580 Series,3594,59,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2620314
2620280,FurMark (GL),,AMD Ryzen 5 4500 6-Core Processor,AMD Radeon RX 580 2048SP,2800,46,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2620280
2620175,FurMark (GL),,12th Gen Intel(R) Core(TM) i5-12400,Radeon RX 580 Series,3183,52,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2620175
2620158,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2650 v2 @ 2.60GHz,Radeon RX 580 Series,3803,63,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2620158
2620108,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,AMD Radeon RX 580 2048SP,2983,49,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2620108
2620101,FurMark (GL),,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,AMD Radeon RX 580 2048SP,1962,32,2560x1440,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2620101
2620086,FurMark (GL),,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,AMD Radeon RX 580 2048SP,3718,61,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2620086
2620041,FurMark (GL),,Intel(R) Core(TM) i5-7600K CPU @ 3.80GHz,Radeon RX 580 Series,3847,64,1920x1080,60000,Windows 11 build 26100,,https://gpumagick.com/scores/2620041
2619940,FurMark (GL),,AMD Ryzen 5 5600G with Radeon Graphics,AMD Radeon RX 580 2048SP,3689,61,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2619940
2619748,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,AMD Radeon RX 580 2048SP,3470,57,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2619748
2619552,FurMark (GL),,AMD Ryzen 5 3600 6-Core Processor,Radeon RX 580 Series,2829,47,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2619552
2619540,FurMark (GL),,Intel(R) Xeon(R) CPU E3-1230 v3 @ 3.30GHz,Radeon RX 580 Series,3780,62,1920x1080,60000,Windows 10 build 19044,,https://gpumagick.com/scores/2619540
2619525,FurMark (GL),,Intel(R) Xeon(R) CPU E3-1230 v3 @ 3.30GHz,Radeon RX 580 Series,3798,63,1920x1080,60000,Windows 10 build 19044,,https://gpumagick.com/scores/2619525
2619518,FurMark (GL),,AMD Ryzen 5 5600X 6-Core Processor,Radeon RX 580 Series,3779,63,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2619518
2619477,FurMark (GL),,AMD Ryzen 5 5500,AMD Radeon RX 580 2048SP,3418,56,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2619477
2619474,FurMark (GL),,AMD Ryzen 5 5600GT with Radeon Graphics,AMD Radeon RX 580 2048SP,2872,47,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2619474
2619397,FurMark (GL),,AMD Ryzen 5 3600 6-Core Processor,Radeon RX 580 Series,3764,62,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2619397
2619390,FurMark (GL),,AMD Ryzen 7 8700F 8-Core Processor,AMD Radeon RX 580 2048SP,2432,40,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2619390
2619265,FurMark (GL),,AMD Ryzen 5 3600 6-Core Processor,Radeon RX 580 Series,3866,64,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2619265
2619217,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,AMD Radeon RX 580 2048SP,2805,46,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2619217
2619194,FurMark (GL),,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,Radeon RX 580 Series,3797,63,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2619194
2619128,FurMark (GL),,AMD Ryzen 5 3600 6-Core Processor,Radeon RX 580 Series,1451,24,3840x2160,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2619128
2619114,FurMark (GL),,AMD Ryzen 5 3600 6-Core Processor,Radeon RX 580 Series,2726,45,2560x1440,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2619114
2619107,FurMark (GL),,AMD Ryzen 5 3600 6-Core Processor,Radeon RX 580 Series,3543,59,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2619107
2619086,FurMark (GL),,Intel(R) Core(TM) i5-4670K CPU @ 3.40GHz,Radeon RX 580 Series,4063,67,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2619086
2618964,FurMark (GL),,AMD FX(tm)-8320 Eight-Core Processor,Radeon RX 580 Series,3649,60,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2618964
2618949,FurMark (GL),,12th Gen Intel(R) Core(TM) i3-12100F,Radeon RX 580 Series,3734,61,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2618949
2618901,FurMark (GL),,12th Gen Intel(R) Core(TM) i3-12100F,Radeon RX 580 Series,2576,42,2560x1440,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2618901
2618768,FurMark (GL),,12th Gen Intel(R) Core(TM) i3-12100F,Radeon RX 580 Series,3777,62,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2618768
2618709,FurMark (GL),,AMD Ryzen 5 5500,AMD Radeon RX 580 2048SP,3581,59,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2618709
2618658,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2676 v3 @ 2.40GHz,AMD Radeon RX 580 2048SP,3462,57,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2618658
2618634,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,Radeon RX 580 Series,3933,65,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2618634
2618621,FurMark (GL),,Intel(R) Core(TM) i5-6400 CPU @ 2.70GHz,Radeon RX 580 Series,3837,63,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2618621
2618615,FurMark (GL),,Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,Radeon RX 580 Series,3740,62,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2618615
2618592,FurMark (GL),,Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz,Radeon RX 580 Series,3680,60,1920x1080,60000,Windows 11 build 26100,,https://gpumagick.com/scores/2618592
2618587,FurMark (GL),,AMD Ryzen 5 2600 Six-Core Processor,Radeon RX 580 Series,4035,67,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2618587
2618512,FurMark (GL),,Intel(R) Core(TM) i5-10400F CPU @ 2.90GHz,AMD Radeon RX 580 2048SP,3084,51,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2618512
2618454,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2650 v4 @ 2.20GHz,AMD Radeon RX 580 2048SP,3469,57,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2618454
2618443,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,AMD Radeon RX 580 2048SP,1793,29,2560x1440,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2618443
2618429,FurMark (GL),,AMD Ryzen 5 2600 Six-Core Processor,AMD Radeon RX 580 2048SP,2948,48,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2618429
2618245,FurMark (GL),,AMD Ryzen 5 5600GT with Radeon Graphics,AMD Radeon RX 580 2048SP,1158,19,3840x2160,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2618245
2618154,FurMark (GL),,Intel(R) Core(TM) i3-10100F CPU @ 3.60GHz,AMD Radeon RX 580 2048SP,3361,55,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2618154
2618127,FurMark (GL),,AMD Ryzen 5 5500,AMD Radeon RX 580 2048SP,3278,54,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2618127
2618106,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2670 v3 @ 2.30GHz,Radeon RX 580 Series,3304,55,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2618106
2618079,FurMark (GL),,AMD Ryzen 5 5500,AMD Radeon RX 580 2048SP,2817,46,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2618079
2618071,FurMark (GL),,AMD Ryzen 5 2600 Six-Core Processor,AMD Radeon RX 580 2048SP,3405,56,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2618071
2618064,FurMark (GL),,AMD Ryzen 5 5500,AMD Radeon RX 580 2048SP,1219,20,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2618064
2618059,FurMark (GL),,AMD Ryzen 7 5700G with Radeon Graphics,AMD Radeon RX 580 2048SP,2789,46,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2618059
2618048,FurMark (GL),,12th Gen Intel(R) Core(TM) i3-12100,Radeon RX 580 Series,2255,39,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2618048
2618029,FurMark (GL),,AMD Ryzen 5 1600 Six-Core Processor,Radeon RX 580 Series,3786,62,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2618029
2617969,FurMark (GL),,AMD Ryzen 5 1600 Six-Core Processor,Radeon RX 580 Series,3598,60,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2617969
2617941,FurMark (GL),,AMD Ryzen 5 5600 6-Core Processor,AMD Radeon RX 580 2048SP,3390,56,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2617941
2617929,FurMark (GL),,AMD Ryzen 7 5700X 8-Core Processor,Radeon RX 580 Series,2094,34,2560x1440,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2617929
2617919,FurMark (GL),,AMD Ryzen 5 1600 Six-Core Processor,Radeon RX 580 Series,3714,61,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2617919
2617894,FurMark (GL),,AMD Ryzen 5 5600 6-Core Processor,Radeon RX 580 Series,2639,43,2560x1440,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2617894
2617881,FurMark (GL),,AMD Ryzen 5 5600 6-Core Processor,Radeon RX 580 Series,3875,64,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2617881
2617876,FurMark (GL),,AMD Ryzen 5 5600 6-Core Processor,Radeon RX 580 Series,2640,43,2560x1440,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2617876
2617831,FurMark (GL),,AMD Ryzen 5 5600GT with Radeon Graphics,AMD Radeon RX 580 2048SP,1978,32,2560x1440,60000,Windows 10 build 19044,,https://gpumagick.com/scores/2617831
2617755,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,AMD Radeon RX 580 2048SP,3550,58,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2617755
