score_id,benchmark_type,submitted_date,cpu,gpu,score,fps,resolution,duration_ms,os,driver,url
2578573,FurMark (GL),,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,Radeon RX 580 Series,3857,64,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2578573
2577993,FurMark (GL),,13th Gen Intel(R) Core(TM) i5-13400F,Radeon RX 580 Series,1320,21,3840x2160,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2577993
2577973,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2620 v3 @ 2.40GHz,AMD Radeon RX 580 2048SP,2009,33,1920x1080,60000,Windows 10 build 19042,,https://gpumagick.com/scores/2577973
2577718,FurMark (GL),,Intel(R) Core(TM) i5-10400F CPU @ 2.90GHz,Radeon RX 580 Series,3786,62,1920x1080,60000,Windows 11 build 22000,,https://gpumagick.com/scores/2577718
2577453,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz,AMD Radeon RX 580 2048SP,3463,57,1920x1080,60000,Windows 11 build 26100,,https://gpumagick.com/scores/2577453
2577143,FurMark (GL),,AMD Ryzen 5 5600X 6-Core Processor,Radeon RX 580 Series,3361,56,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2577143
2576968,FurMark (GL),,AMD Ryzen 5 5600 6-Core Processor,Radeon RX 580 Series,3835,63,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2576968
2576873,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz,AMD Radeon RX 580 2048SP,2516,41,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2576873
2576778,FurMark (GL),,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,AMD Radeon RX 580 2048SP,3623,60,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2576778
2576358,FurMark (GL),,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,AMD Radeon RX 580 2048SP,3838,63,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2576358
2575528,FurMark (GL),,Intel(R) Core(TM) i3-4150 CPU @ 3.50GHz,Radeon RX 580 Series,3947,65,1920x1080,60000,Windows 10 build 19044,,https://gpumagick.com/scores/2575528
2575418,FurMark (GL),,AMD Ryzen 5 1600 Six-Core Processor,AMD Radeon RX 580 Series (radeonsi polaris10 ACO DRM 3.64 7.0.1-1-cachyos),3552,59,1920x1080,60000,Linux 7.0.1-1-cachyos 64-bit,,https://gpumagick.com/scores/2575418
2575308,FurMark (GL),,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,Radeon RX 580 Series,4119,68,1920x1080,60000,Windows 10 build 16299,,https://gpumagick.com/scores/2575308
2575098,FurMark (GL),,Intel(R) Core(TM) i7-4790K CPU @ 4.00GHz,Radeon RX 580 Series,3703,61,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2575098
2574918,FurMark (GL),,Intel(R) Core(TM) i3-10105F CPU @ 3.70GHz,AMD Radeon RX 580 2048SP,1212,20,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2574918
2574323,FurMark (GL),,Intel(R) Xeon(R) CPU E31240 @ 3.30GHz,Radeon RX 580 Series,4214,70,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2574323
2574138,FurMark (GL),,AMD Ryzen 7 1700 Eight-Core Processor,AMD Radeon RX 580 2048SP,2678,45,1920x1080,60000,Windows 10 build 17763,,https://gpumagick.com/scores/2574138
2574103,FurMark (GL),,AMD FX(tm)-6300 Six-Core Processor,Radeon RX 580 Series,3567,59,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2574103
2573953,FurMark (GL),,AMD Ryzen 5 3600 6-Core Processor,Radeon RX 580 Series,4051,67,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2573953
2573728,FurMark (GL),,Intel(R) Core(TM) i5-9400F CPU @ 2.90GHz,AMD Radeon RX 580 2048SP,2433,40,2560x1440,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2573728
2573703,FurMark (GL),,Intel(R) Core(TM) i7-2600 CPU @ 3.40GHz,AMD Radeon RX 580 2048SP,2412,40,2560x1440,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2573703
2573568,FurMark (GL),,12th Gen Intel(R) Core(TM) i5-12400F,Radeon RX 580 Series,3742,62,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2573568
2573278,FurMark (GL),,Intel(R) Core(TM) i7-7700K CPU @ 4.20GHz,Radeon RX 580 Series,3798,63,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2573278
2573093,FurMark (GL),,Intel(R) Core(TM) i7-7700K CPU @ 4.20GHz,Radeon RX 580 Series,3751,62,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2573093
2572723,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2678 v3 @ 2.50GHz,AMD Radeon RX 580 2048SP,1910,32,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2572723
2572493,FurMark (GL),,Intel(R) Core(TM) i5-6400 CPU @ 2.70GHz,Radeon RX 580 Series,3969,65,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2572493
2571718,FurMark (GL),,Intel(R) Core(TM) i5-6400 CPU @ 2.70GHz,Radeon RX 580 Series,3973,66,1920x1080,60000,Windows 11 build 26100,,https://gpumagick.com/scores/2571718
2571533,FurMark (GL),,12th Gen Intel(R) Core(TM) i5-12400,Radeon RX 580 Series,3474,58,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2571533
2571518,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,Radeon RX 580 Series,2810,46,1920x1080,60000,Windows 11 build 22631,,https://gpumagick.com/scores/2571518
2570703,FurMark (GL),,AMD Ryzen 7 3700X 8-Core Processor,Radeon RX 580 Series,3855,64,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2570703
2570558,FurMark (GL),,Intel(R) Core(TM) i7-2600K CPU @ 3.40GHz,Radeon RX 580 Series,2650,44,2560x1440,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2570558
2570553,FurMark (GL),,Intel(R) Core(TM) i7-2600K CPU @ 3.40GHz,Radeon RX 580 Series,3863,64,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2570553
2570543,FurMark (GL),,AMD Ryzen 7 5800X 8-Core Processor,Radeon RX 580 Series,3927,65,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2570543
2570463,FurMark (GL),,AMD Ryzen 5 5600 6-Core Processor,Radeon RX 580 Series,3878,64,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2570463
2570408,FurMark (GL),,AMD Ryzen 5 1600 Six-Core Processor,Radeon RX 580 Series,3563,59,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2570408
2570413,FurMark (GL),,AMD Ryzen 5 1600 Six-Core Processor,Radeon RX 580 Series,2440,40,2560x1440,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2570413
2570348,FurMark (GL),,Intel(R) Core(TM) i5-9400F CPU @ 2.90GHz,AMD Radeon RX 580 2048SP,3275,54,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2570348
2570183,FurMark (GL),,Intel(R) Core(TM) i5-9600K CPU @ 3.70GHz,AMD Radeon RX 580 2048SP,2677,44,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2570183
2569983,FurMark (GL),,AMD Ryzen 5 5600G with Radeon Graphics,AMD Radeon RX 580 2048SP,3143,52,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2569983
2569923,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,AMD Radeon RX 580 2048SP,3457,57,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2569923
2569873,FurMark (GL),,AMD Ryzen 7 5700X 8-Core Processor,AMD Radeon RX 580 2048SP,3182,53,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2569873
2569498,FurMark (GL),,Intel(R) Core(TM) i5-10400F CPU @ 2.90GHz,AMD Radeon RX 580 2048SP,3530,58,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2569498
2569118,FurMark (GL),,AMD Ryzen 5 1500X Quad-Core Processor,Radeon RX 580 Series,4052,67,1920x1080,60000,Windows 11 build 22631,,https://gpumagick.com/scores/2569118
2568773,FurMark (GL),,AMD Ryzen 7 5700X 8-Core Processor,AMD Radeon RX 580 2048SP,3308,55,1920x1080,60000,Windows 11 build 26100,,https://gpumagick.com/scores/2568773
2568458,FurMark (GL),,AMD Ryzen 5 8500G w/ Radeon 740M Graphics,AMD Radeon RX 580 2048SP,3270,54,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2568458
2568403,FurMark (GL),,Intel(R) Core(TM) i7-4790K CPU @ 4.00GHz,AMD Radeon RX 580 2048SP,1789,29,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2568403
2568138,FurMark (GL),,Intel(R) Core(TM) i7-8700K CPU @ 3.70GHz,Radeon RX 580 Series,3663,61,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2568138
2567878,FurMark (GL),,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,Radeon RX 580 Series,4050,67,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2567878
2567803,FurMark (GL),,AMD Ryzen 5 2600 Six-Core Processor,Radeon RX 580 Series,3100,51,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2567803
2567628,FurMark (GL),,Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz,AMD Radeon RX 580 2048SP,3251,54,1920x1080,60000,Windows 11 build 22000,,https://gpumagick.com/scores/2567628
2567478,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,Radeon RX 580 Series,3858,64,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2567478
2567333,FurMark (GL),,Intel(R) Core(TM) i7-4790K CPU @ 4.00GHz,Radeon RX 580 Series,3851,64,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2567333
2567328,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,AMD Radeon RX 580 2048SP,3553,58,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2567328
2567258,FurMark (GL),,11th Gen Intel(R) Core(TM) i5-11400 @ 2.60GHz,Radeon RX 580 Series,3701,61,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2567258
2567248,FurMark (GL),,11th Gen Intel(R) Core(TM) i5-11400 @ 2.60GHz,Radeon RX 580 Series,3697,61,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2567248
2566998,FurMark (GL),,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,Radeon RX 580 Series,3756,61,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2566998
2566673,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2470 v2 @ 2.40GHz,Radeon RX 580 Series,3574,59,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2566673
2566473,FurMark (GL),,11th Gen Intel(R) Core(TM) i5-11400 @ 2.60GHz,Radeon RX 580 Series,3717,61,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2566473
2566283,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Radeon RX 580 Series,3560,59,1920x1080,60000,Windows 11 build 26100,,https://gpumagick.com/scores/2566283
2566258,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,AMD Radeon RX 580 2048SP,2039,33,1920x1080,60000,Windows 11 build 22631,,https://gpumagick.com/scores/2566258
2566218,FurMark (GL),,AMD Ryzen 3 1200 Quad-Core Processor,Radeon RX 580 Series,3536,58,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2566218
2565763,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2670 v3 @ 2.30GHz,Radeon RX 580 Series,3591,59,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2565763
2565748,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,AMD Radeon RX 580 2048SP,2622,43,1920x1080,60000,Windows 11 build 26100,,https://gpumagick.com/scores/2565748
2565728,FurMark (GL),,12th Gen Intel(R) Core(TM) i3-12100F,AMD Radeon RX 580 2048SP,3014,50,1920x1080,60000,Windows 10 build 18363,,https://gpumagick.com/scores/2565728
2565698,FurMark (GL),,AMD Ryzen 5 5600G with Radeon Graphics,AMD Radeon RX 580 2048SP,2082,34,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2565698
2565338,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2650 v2 @ 2.60GHz,AMD Radeon RX 580 2048SP,2755,45,1920x1080,60000,Windows 11 build 22631,,https://gpumagick.com/scores/2565338
2564763,FurMark (GL),,AMD Ryzen 5 3500X 6-Core Processor,Radeon RX 580 Series,4406,73,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2564763
2564633,FurMark (GL),,Intel(R) Core(TM) i3-4150 CPU @ 3.50GHz,Radeon RX 580 Series,4035,67,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2564633
2564368,FurMark (GL),,Intel(R) Core(TM) i5-2400 CPU @ 3.10GHz,Radeon RX 580 Series,3825,63,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2564368
2564293,FurMark (GL),,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,Radeon RX 580 Series,3945,65,1920x1080,60000,Windows 11 build 22631,,https://gpumagick.com/scores/2564293
2564118,FurMark (GL),,Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,Radeon RX 580 Series,3717,61,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2564118
2564063,FurMark (GL),,Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz,Radeon RX 580 Series,3798,62,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2564063
2563683,FurMark (GL),,Pentium(R) Dual-Core  CPU      E5400  @ 2.70GHz,Radeon RX 580 Series,3541,54,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2563683
2563643,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2670 v3 @ 2.30GHz,AMD Radeon RX 580 2048SP,3226,53,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2563643
2563323,FurMark (GL),,AMD Ryzen 5 3600 6-Core Processor,Radeon RX 580 Series,2644,43,2560x1440,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2563323
2563278,FurMark (GL),,Intel(R) Core(TM) i7-2670QM CPU @ 2.20GHz,Radeon RX 580 Series,3664,60,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2563278
2562883,FurMark (GL),,Intel(R) Core(TM) i7 CPU         960  @ 3.20GHz,Radeon RX 580 Series,2611,43,2560x1440,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2562883
2562788,FurMark (GL),,Intel(R) Core(TM) i5-4670 CPU @ 3.40GHz,AMD Radeon RX 580 2048SP,3464,57,1920x1080,60000,Windows 10 build 18362,,https://gpumagick.com/scores/2562788
2562733,FurMark (GL),,Intel(R) Core(TM) i7-9700K CPU @ 3.60GHz,Radeon RX 580 Series,3732,62,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2562733
2562698,FurMark (GL),,Intel(R) Xeon(R) CPU E3-1271 v3 @ 3.60GHz,Radeon RX 580 Series,3757,62,1920x1080,60000,Windows 11 build 26100,,https://gpumagick.com/scores/2562698
2562568,FurMark (GL),,Intel(R) Core(TM) i5-7600K CPU @ 3.80GHz,Radeon RX 580 Series,815,14,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2562568
2562253,FurMark (GL),,AMD Ryzen 5 1600 Six-Core Processor,Radeon RX 580 Series,3699,61,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2562253
2562138,FurMark (GL),,AMD Ryzen 5 5600 6-Core Processor,AMD Radeon RX 580 2048SP,2997,49,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2562138
2561963,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2667 v4 @ 3.20GHz,Radeon RX 580 Series,1257,24,1920x1080,60000,Windows 10 build 19044,,https://gpumagick.com/scores/2561963
2561948,FurMark (GL),,Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,Radeon RX 580 Series,4285,71,1920x1080,60000,Windows 11 build 26100,,https://gpumagick.com/scores/2561948
2561778,FurMark (GL),,11th Gen Intel(R) Core(TM) i5-11400 @ 2.60GHz,AMD Radeon RX 580 2048SP,3392,56,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2561778
2561703,FurMark (GL),,Intel(R) Core(TM) i5-6400 CPU @ 2.70GHz,AMD Radeon RX 580 2048SP,3262,54,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2561703
2561663,FurMark (GL),,Intel(R) Core(TM) i5-6400 CPU @ 2.70GHz,AMD Radeon RX 580 2048SP,3334,55,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2561663
2561503,FurMark (GL),,Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz,AMD Radeon RX 580 2048SP,3323,55,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2561503
2560858,FurMark (GL),,AMD Ryzen 5 3500X 6-Core Processor,AMD Radeon RX 580 2048SP,3365,55,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2560858
2560533,FurMark (GL),,Intel(R) Core(TM)2 Quad  CPU   Q8200  @ 2.33GHz,Radeon RX 580 Series,3819,63,1920x1080,60000,Windows 7 build 7601,,https://gpumagick.com/scores/2560533
2560518,FurMark (GL),,AMD Ryzen 5 5500,AMD Radeon RX 580 2048SP,3112,51,1920x1080,60000,Windows 10 build 19044,,https://gpumagick.com/scores/2560518
2560483,FurMark (GL),,AMD Ryzen 5 5500,AMD Radeon RX 580 2048SP,1709,28,3440x1440,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2560483
2559968,FurMark (GL),,AMD Ryzen 3 4100 4-Core Processor,AMD Radeon RX 580 2048SP,3329,55,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2559968
2559923,FurMark (GL),,AMD Ryzen 5 5500,Radeon RX 580 Series,3819,63,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2559923
2559653,FurMark (GL),,Intel(R) Xeon(R) CPU E3-1245 v5 @ 3.50GHz,Radeon RX 580 Series,3681,61,1920x1080,60000,Windows 10 build 19044,,https://gpumagick.com/scores/2559653
2559613,FurMark (GL),,Intel(R) Core(TM) i7-3770 CPU @ 3.40GHz,Radeon RX 580 Series,3852,63,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2559613
2559563,FurMark (GL),,Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz,Radeon RX 580 Series,4100,68,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2559563
2558973,FurMark (GL),,AMD Ryzen 5 3600 6-Core Processor,Radeon RX 580 Series,3747,62,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2558973
2558668,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,Radeon RX 580 Series,3178,52,1920x1080,60000,Windows 11 build 26100,,https://gpumagick.com/scores/2558668
2558628,FurMark (GL),,Intel(R) Core(TM) i5-2400 CPU @ 3.10GHz,AMD Radeon RX 580 2048SP,3328,55,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2558628
2558248,FurMark (GL),,AMD Ryzen 5 2600 Six-Core Processor,Radeon RX 580 Series,4082,67,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2558248
2558188,FurMark (GL),,12th Gen Intel(R) Core(TM) i5-12400,Radeon RX 580 Series,3760,62,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2558188
2557998,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2670 v3 @ 2.30GHz,AMD Radeon RX 580 2048SP,2001,33,2560x1440,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2557998
2557933,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz,Radeon RX 580 Series,3596,59,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2557933
2557768,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,AMD Radeon RX 580 2048SP,3217,53,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2557768
2557468,FurMark (GL),,AMD Ryzen 5 2600 Six-Core Processor,Radeon RX 580 Series,4005,66,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2557468
2557263,FurMark (GL),,Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz,Radeon RX 580 Series,4233,70,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2557263
2557153,FurMark (GL),,Intel(R) Core(TM) i5-4690 CPU @ 3.50GHz,AMD Radeon RX 580 2048SP,2830,46,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2557153
2556988,FurMark (GL),,AMD Ryzen 5 5500,AMD Radeon RX 580 2048SP,3322,55,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2556988
2556853,FurMark (GL),,AMD Ryzen 5 1600X Six-Core Processor,AMD Radeon RX 580 2048SP,3145,52,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2556853
2556813,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2670 v3 @ 2.30GHz,AMD Radeon RX 580 2048SP,3546,58,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2556813
2556248,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2650 v2 @ 2.60GHz,AMD Radeon RX 580 2048SP,1571,26,2560x1440,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2556248
2556113,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,AMD Radeon RX 580 2048SP,2496,41,1920x1080,60000,Windows 11 build 22631,,https://gpumagick.com/scores/2556113
2556083,FurMark (GL),,AMD Ryzen 5 5600X 6-Core Processor,Radeon RX 580 Series,4385,72,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2556083
2556068,FurMark (GL),,AMD Ryzen 5 3500X 6-Core Processor,AMD Radeon RX 580 2048SP,1202,20,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2556068
2556028,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,Radeon RX 580 Series,3811,63,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2556028
2555843,FurMark (GL),,AMD Ryzen 5 5600 6-Core Processor,AMD Radeon RX 580 2048SP,4086,67,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2555843
2555788,FurMark (GL),,Intel(R) Core(TM) i5-2400 CPU @ 3.10GHz,AMD Radeon RX 580 2048SP,2381,39,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2555788
2555773,FurMark (GL),,Intel(R) Core(TM) i3-4170 CPU @ 3.70GHz,Radeon RX 580 Series,3140,52,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2555773
2555708,FurMark (GL),,AMD Ryzen 5 2600 Six-Core Processor,Radeon RX 580 Series,4106,68,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2555708
2555623,FurMark (GL),,AMD Ryzen 5 2600 Six-Core Processor,Radeon RX 580 Series,3892,64,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2555623
2555443,FurMark (GL),,AMD Ryzen 5 5600 6-Core Processor,Radeon RX 580 Series,3845,64,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2555443
2555238,FurMark (GL),,AMD A8-9600 RADEON R7 10 COMPUTE CORES 4C6G,Radeon RX 580 Series,3746,62,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2555238
2554988,FurMark (GL),,AMD Ryzen 5 5600 6-Core Processor,Radeon RX 580 Series,4122,68,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2554988
2554958,FurMark (GL),,Intel(R) Core(TM) i5-3470 CPU @ 3.20GHz,AMD Radeon RX 580 2048SP,3772,62,1920x1080,60000,Windows 10 build 19044,,https://gpumagick.com/scores/2554958
2554678,FurMark (GL),,Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz,AMD Radeon RX 580 2048SP,3807,63,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2554678
2554488,FurMark (GL),,AMD Ryzen 7 5700G with Radeon Graphics,Radeon RX 580 Series,3731,62,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2554488
2553413,FurMark (GL),,Intel(R) Core(TM) i5-9400F CPU @ 2.90GHz,AMD Radeon RX 580 2048SP,2639,43,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2553413
2553218,FurMark (GL),,Intel(R) Core(TM) i5-9400F CPU @ 2.90GHz,Radeon RX 580 Series,3851,64,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2553218
2552903,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2667 v4 @ 3.20GHz,AMD Radeon RX 580 2048SP,2863,47,1920x1080,60000,Windows 11 build 26100,,https://gpumagick.com/scores/2552903
2552758,FurMark (GL),,Intel(R) Core(TM) i7-4770K CPU @ 3.50GHz,Radeon RX 580 Series,3682,61,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2552758
2552538,FurMark (GL),,AMD Ryzen 5 5500,Radeon RX 580 Series,3602,60,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2552538
2551748,FurMark (GL),,12th Gen Intel(R) Core(TM) i3-12100F,Radeon RX 580 Series,3818,63,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2551748
2551498,FurMark (GL),,AMD Ryzen 5 4600G with Radeon Graphics,Radeon RX 580 Series,3327,55,1920x1080,60000,Windows 11 build 26200,,https://gpumagick.com/scores/2551498
2551228,FurMark (GL),,AMD Ryzen 5 2600 Six-Core Processor,Radeon RX 580 Series,3721,61,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2551228
2551218,FurMark (GL),,Intel(R) Celeron(R) CPU G1820 @ 2.70GHz,AMD Radeon RX 580 2048SP,3368,55,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2551218
2551128,FurMark (GL),,Intel(R) Xeon(R) CPU E5-2670 v3 @ 2.30GHz,AMD Radeon RX 580 2048SP,1903,31,1920x1080,60000,Windows 11 build 26100,,https://gpumagick.com/scores/2551128
2551033,FurMark (GL),,AMD Athlon(tm) X4 740 Quad Core Processor,AMD Radeon RX 580 2048SP,3532,58,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2551033
2550648,FurMark (GL),,AMD Ryzen 3 3200G with Radeon Vega Graphics,AMD Radeon RX 580 2048SP,2885,48,1920x1080,60000,Windows 10 build 19045,,https://gpumagick.com/scores/2550648
